t_u,u_raw,t_v,v_raw,t_du,du_raw,t_dv,dv_raw,t_orientacion,orientacion_raw,t_T_L,throttle_L,t_T_R,throttle_R
1085.99,-5242.0,1085.99,15728.0,1085.99,-16.0,1085.99,-3.0,1804.69,-0.772379,1807.808,6715.0,1807.808,4871.0
1086.242,5242.0,1086.242,5242.0,1086.242,32.0,1086.242,-28.0,1805.147,-0.754184,1808.279,6580.0,1808.279,5015.0
1086.563,0.0,1086.563,15728.0,1086.563,-11.0,1086.563,-11.0,1805.684,-0.739259,1808.779,6293.0,1808.779,5593.0
1086.839,0.0,1086.839,15728.0,1086.839,-15.0,1086.839,-2.0,1806.144,-0.727504,1809.303,6424.0,1809.303,5363.0
1087.113,0.0,1087.113,20971.0,1087.113,4.0,1087.113,-12.0,1806.691,-0.710329,1809.819,5517.0,1809.819,6439.0
1087.474,15728.0,1087.474,31457.0,1087.474,-5.0,1087.474,-13.0,1807.147,-0.67246,1810.304,5522.0,1810.304,6324.0
1087.739,-10485.0,1087.739,31457.0,1087.739,-9.0,1087.739,4.0,1807.697,-0.656926,1810.792,6196.0,1810.792,5461.0
1088.046,-10485.0,1088.046,26214.0,1088.046,-17.0,1088.046,23.0,1808.131,-0.658694,1811.295,6327.0,1811.295,5534.0
1088.337,5242.0,1088.337,20971.0,1088.337,-25.0,1088.337,1.0,1808.685,-0.662105,1811.791,6495.0,1811.791,5292.0
1088.673,5242.0,1088.673,15728.0,1088.673,-3.0,1088.673,-5.0,1809.134,-0.645388,1812.267,6808.0,1812.267,4873.0
1088.953,-15728.0,1088.953,31457.0,1088.953,12.0,1088.953,0.0,1809.65,-0.621386,1812.768,7040.0,1812.768,4761.0
1089.238,10485.0,1089.238,5242.0,1089.238,-1.0,1089.238,7.0,1810.144,-0.56413,1813.313,6675.0,1813.313,5133.0
1089.531,-5242.0,1089.531,20971.0,1089.531,-11.0,1089.531,-13.0,1810.656,-0.49008,1813.792,7011.0,1813.792,4815.0
1089.805,10485.0,1089.805,15728.0,1089.805,4.0,1089.805,-23.0,1811.125,-0.420967,1814.265,6757.0,1814.265,5074.0
1090.144,-5242.0,1090.144,36700.0,1090.144,61.0,1090.144,8.0,1811.667,-0.349565,1814.782,6265.0,1814.782,5577.0
1090.47,5242.0,1090.47,36700.0,1090.47,16.0,1090.47,12.0,1812.121,-0.300504,1815.281,6454.0,1815.281,5283.0
1090.738,10485.0,1090.738,15728.0,1090.738,27.0,1090.738,39.0,1812.651,-0.269441,1815.756,6086.0,1815.756,5669.0
1091.008,5242.0,1091.008,26214.0,1091.008,-78.0,1091.008,-19.0,1813.112,-0.245193,1816.277,7232.0,1816.277,4684.0
1091.637,5242.0,1091.637,15728.0,1091.637,63.0,1091.637,30.0,1813.667,-0.25319,1816.803,6881.0,1816.803,5015.0
1091.95,0.0,1091.95,26214.0,1091.95,-1.0,1091.95,-1.0,1814.136,-0.279424,1817.254,6633.0,1817.254,5013.0
1092.221,-5242.0,1092.221,15728.0,1092.221,93.0,1092.221,41.0,1814.624,-0.302243,1817.754,7202.0,1817.754,4644.0
1092.527,-5242.0,1092.527,31457.0,1092.527,-33.0,1092.527,-40.0,1815.139,-0.312568,1818.269,6945.0,1818.269,4956.0
1092.883,-5242.0,1092.883,36700.0,1092.883,-20.0,1092.883,-37.0,1815.628,-0.313434,1818.74,7273.0,1818.74,4663.0
1093.129,5242.0,1093.129,36700.0,1093.129,0.0,1093.129,-16.0,1816.108,-0.29771,1819.249,7202.0,1819.249,4613.0
1093.46,-15728.0,1093.46,36700.0,1093.46,-22.0,1093.46,-12.0,1816.651,-0.295618,1819.769,6544.0,1819.769,5450.0
1093.716,-10485.0,1093.716,26214.0,1093.716,161.0,1093.716,100.0,1817.121,-0.30485,1820.276,6440.0,1820.276,5474.0
1094.009,5242.0,1094.009,20971.0,1094.009,-53.0,1094.009,-2.0,1817.644,-0.338535,1820.768,6700.0,1820.768,5084.0
1094.31,10485.0,1094.31,15728.0,1094.31,-14.0,1094.31,0.0,1818.102,-0.397081,1821.248,6714.0,1821.248,5156.0
1094.625,20971.0,1094.625,15728.0,1094.625,-17.0,1094.625,-22.0,1818.626,-0.465917,1821.729,6550.0,1821.729,4992.0
1094.997,20971.0,1094.997,31457.0,1094.997,-7.0,1094.997,14.0,1819.096,-0.553672,1822.255,6981.0,1822.255,4751.0
1095.184,-15728.0,1095.184,15728.0,1095.184,-10.0,1095.184,-15.0,1819.623,-0.648759,1822.735,5850.0,1822.735,6088.0
1095.486,10485.0,1095.486,26214.0,1095.486,4.0,1095.486,4.0,1820.092,-0.720818,1823.25,5872.0,1823.25,5953.0
1096.118,5242.0,1096.118,26214.0,1096.118,-22.0,1096.118,-16.0,1820.641,-0.759165,1823.777,6368.0,1823.777,5350.0
1096.435,-5242.0,1096.435,31457.0,1096.435,-35.0,1096.435,17.0,1821.089,-0.795436,1824.25,5930.0,1824.25,5849.0
1096.71,-5242.0,1096.71,26214.0,1096.71,233.0,1096.71,146.0,1821.602,-0.815589,1824.722,6266.0,1824.722,5480.0
1097.03,0.0,1097.03,31457.0,1097.03,-48.0,1097.03,-56.0,1822.084,-0.833638,1825.244,6639.0,1825.244,5189.0
1097.311,-20971.0,1097.311,31457.0,1097.311,65.0,1097.311,34.0,1822.612,-0.85185,1825.745,6717.0,1825.745,4968.0
1097.61,-10485.0,1097.61,41943.0,1097.61,-38.0,1097.61,-166.0,1823.092,-0.835493,1826.237,6624.0,1826.237,5216.0
1097.973,-26214.0,1097.973,47185.0,1097.973,500.0,1097.973,58.0,1823.62,-0.799228,1826.721,6518.0,1826.721,5329.0
1098.197,-15728.0,1098.197,52428.0,1098.197,-302.0,1098.197,-78.0,1824.088,-0.758385,1827.258,6634.0,1827.258,5318.0
1098.503,-26214.0,1098.503,36700.0,1098.503,35.0,1098.503,-62.0,1824.599,-0.71689,1827.745,6775.0,1827.745,4851.0
1098.853,-52428.0,1098.853,31457.0,1098.853,-281.0,1098.853,55.0,1825.077,-0.660597,1828.218,6358.0,1828.218,5445.0
1099.123,-41943.0,1099.123,41943.0,1099.123,-158.0,1099.123,176.0,1825.601,-0.630462,1828.736,7087.0,1828.736,4610.0
1099.412,-36700.0,1099.412,62914.0,1099.412,-126.0,1099.412,156.0,1826.079,-0.615543,1829.207,7322.0,1829.207,4388.0
1099.702,-31457.0,1099.702,78643.0,1099.702,-205.0,1099.702,114.0,1826.616,-0.602072,1829.704,6530.0,1829.704,5461.0
1100.317,-10485.0,1100.317,41943.0,1100.317,-254.0,1100.317,-5.0,1827.086,-0.58457,1830.225,6795.0,1830.225,5082.0
1100.564,-15728.0,1100.564,52428.0,1100.564,-189.0,1100.564,51.0,1827.615,-0.570508,1830.742,6260.0,1830.742,5573.0
1100.898,-57671.0,1100.898,57671.0,1100.898,-203.0,1100.898,81.0,1828.063,-0.573189,1831.223,7087.0,1831.223,4897.0
1101.205,-47185.0,1101.205,68157.0,1101.205,-152.0,1101.205,-12.0,1828.575,-0.567482,1831.714,6124.0,1831.714,5657.0
1101.488,-68157.0,1101.488,99614.0,1101.488,60.0,1101.488,168.0,1829.059,-0.579509,1832.196,6474.0,1832.196,5347.0
1101.794,-52428.0,1101.794,83886.0,1101.794,-45.0,1101.794,123.0,1829.597,-0.62724,1832.726,6599.0,1832.726,5200.0
1102.119,-62914.0,1102.119,99614.0,1102.119,40.0,1102.119,66.0,1830.064,-0.66806,1833.193,6011.0,1833.193,5729.0
1102.422,0.0,1102.422,110100.0,1102.422,-22.0,1102.422,59.0,1830.573,-0.712898,1833.685,5782.0,1833.685,6113.0
1102.681,-15728.0,1102.681,110100.0,1102.681,27.0,1102.681,-128.0,1831.096,-0.752638,1834.24,6608.0,1834.24,5291.0
1102.983,-31457.0,1102.983,110100.0,1102.983,-97.0,1102.983,-420.0,1831.602,-0.790393,1834.707,7166.0,1834.707,4668.0
1103.338,-15728.0,1103.338,120586.0,1103.338,171.0,1103.338,89.0,1832.048,-0.829275,1835.184,7178.0,1835.184,4777.0
1103.583,-15728.0,1103.583,157286.0,1103.583,98.0,1103.583,-169.0,1832.588,-0.846042,1835.702,7043.0,1835.702,4790.0
1103.91,-10485.0,1103.91,141557.0,1103.91,127.0,1103.91,26.0,1833.052,-0.851119,1836.223,6996.0,1836.223,4842.0
1104.178,-15728.0,1104.178,157286.0,1104.178,320.0,1104.178,-23.0,1833.592,-0.866451,1836.688,6906.0,1836.688,4875.0
1104.46,5242.0,1104.46,162529.0,1104.46,190.0,1104.46,-69.0,1834.04,-0.839226,1837.2,7142.0,1837.2,4866.0
1104.772,15728.0,1104.772,146800.0,1104.772,98.0,1104.772,-191.0,1834.583,-0.815282,1837.723,6874.0,1837.723,4868.0
1105.081,10485.0,1105.081,152043.0,1105.081,79.0,1105.081,-231.0,1835.037,-0.836989,1838.173,5785.0,1838.173,6077.0
1105.43,47185.0,1105.43,146800.0,1105.43,88.0,1105.43,-148.0,1835.584,-0.874839,1838.681,6499.0,1838.681,5386.0
1105.645,31457.0,1105.645,146800.0,1105.645,23.0,1105.645,-54.0,1836.033,-0.921081,1839.191,6116.0,1839.191,5665.0
1105.98,41943.0,1105.98,167772.0,1105.98,-29.0,1105.98,7.0,1836.549,-0.974562,1839.67,6690.0,1839.67,5169.0
1106.273,89128.0,1106.273,173014.0,1106.273,160.0,1106.273,-36.0,1837.024,-1.040627,1840.159,6118.0,1840.159,5622.0
1106.579,78643.0,1106.579,188743.0,1106.579,36.0,1106.579,-43.0,1837.556,-1.116507,1840.686,6575.0,1840.686,5211.0
1106.899,68157.0,1106.899,178257.0,1106.899,178.0,1106.899,-79.0,1838.045,-1.199067,1841.196,6152.0,1841.196,5615.0
1107.174,57671.0,1107.174,157286.0,1107.174,26.0,1107.174,-25.0,1838.563,-1.257606,1841.7,6196.0,1841.7,5500.0
1107.494,89128.0,1107.494,204472.0,1107.494,34.0,1107.494,-248.0,1839.032,-1.287144,1842.17,6374.0,1842.17,5424.0
1107.766,73400.0,1107.766,199229.0,1107.766,-26.0,1107.766,61.0,1839.549,-1.316437,1842.688,6708.0,1842.688,5126.0
1108.074,78643.0,1108.074,183500.0,1108.074,-158.0,1108.074,-36.0,1840.066,-1.343758,1843.182,6516.0,1843.182,5281.0
1108.399,83886.0,1108.399,209715.0,1108.399,-107.0,1108.399,-144.0,1840.547,-1.356636,1843.675,6397.0,1843.675,5423.0
1108.661,68157.0,1108.661,199229.0,1108.661,-304.0,1108.661,-85.0,1841.015,-1.357965,1844.152,6461.0,1844.152,5323.0
1108.974,41943.0,1108.974,193986.0,1108.974,-34.0,1108.974,-78.0,1841.555,-1.341089,1844.688,6753.0,1844.688,5025.0
1109.275,47185.0,1109.275,183500.0,1109.275,73.0,1109.275,-146.0,1842.006,-1.311166,1845.17,6095.0,1845.17,5823.0
1109.603,83886.0,1109.603,225443.0,1109.603,135.0,1109.603,-256.0,1842.515,-1.300211,1845.661,6091.0,1845.661,5815.0
1109.876,47185.0,1109.876,204472.0,1109.876,-285.0,1109.876,60.0,1843.015,-1.298937,1846.167,6315.0,1846.167,5355.0
1110.163,62914.0,1110.163,214957.0,1110.163,151.0,1110.163,-43.0,1843.534,-1.293955,1846.673,6467.0,1846.673,5351.0
1110.455,41943.0,1110.455,235929.0,1110.455,97.0,1110.455,-109.0,1844.02,-1.280259,1847.132,6862.0,1847.132,4839.0
1110.743,36700.0,1110.743,214957.0,1110.743,24.0,1110.743,-158.0,1844.551,-1.273526,1847.67,6647.0,1847.67,5090.0
1111.06,57671.0,1111.06,251658.0,1111.06,112.0,1111.06,-220.0,1845.04,-1.271447,1848.179,6500.0,1848.179,5257.0
1111.357,26214.0,1111.357,225443.0,1111.357,-6.0,1111.357,-52.0,1845.521,-1.271511,1848.628,6737.0,1848.628,5077.0
1111.686,15728.0,1111.686,220200.0,1111.686,-55.0,1111.686,-210.0,1845.999,-1.254111,1849.139,6671.0,1849.139,5185.0
1111.958,41943.0,1111.958,188743.0,1111.958,175.0,1111.958,-209.0,1846.536,-1.237077,1849.66,7254.0,1849.66,4441.0
1112.256,26214.0,1112.256,220200.0,1112.256,73.0,1112.256,-77.0,1847.005,-1.207105,1850.129,6380.0,1850.129,5577.0
1112.553,31457.0,1112.553,199229.0,1112.553,-169.0,1112.553,-196.0,1847.528,-1.199513,1851.146,7046.0,1851.146,4702.0
1112.885,10485.0,1112.885,173014.0,1112.885,34.0,1112.885,94.0,1847.983,-1.197101,1851.656,6727.0,1851.656,5104.0
1113.145,10485.0,1113.145,178257.0,1113.145,-157.0,1113.145,128.0,1848.537,-1.175862,1852.144,6112.0,1852.144,5653.0
1113.476,41943.0,1113.476,246415.0,1113.476,-34.0,1113.476,-112.0,1848.987,-1.163072,1852.636,6534.0,1852.636,5306.0
1113.809,41943.0,1113.809,209715.0,1113.809,215.0,1113.809,19.0,1849.497,-1.155559,1853.118,7073.0,1853.118,4747.0
1114.034,26214.0,1114.034,220200.0,1114.034,-63.0,1114.034,162.0,1849.982,-1.158373,1853.636,5729.0,1853.636,6131.0
1114.37,15728.0,1114.37,209715.0,1114.37,114.0,1114.37,124.0,1850.529,-1.157408,1854.109,6025.0,1854.109,5746.0
1114.635,52428.0,1114.635,220200.0,1114.635,-208.0,1114.635,43.0,1851.515,-1.238413,1854.607,6568.0,1854.607,5196.0
1114.94,62914.0,1114.94,209715.0,1114.94,-41.0,1114.94,-3.0,1851.982,-1.282607,1855.161,6753.0,1855.161,5027.0
1115.326,57671.0,1115.326,204472.0,1115.326,50.0,1115.326,188.0,1852.501,-1.319409,1855.647,6982.0,1855.647,4830.0
1115.544,41943.0,1115.544,209715.0,1115.544,-48.0,1115.544,172.0,1852.982,-1.357748,1856.106,5981.0,1856.106,6098.0
1115.89,68157.0,1115.89,230686.0,1115.89,313.0,1115.89,92.0,1853.518,-1.405475,1856.635,6479.0,1856.635,5237.0
1116.106,68157.0,1116.106,230686.0,1116.106,157.0,1116.106,-44.0,1853.984,-1.414095,1857.124,5930.0,1857.124,5720.0
1116.452,57671.0,1116.452,214957.0,1116.452,206.0,1116.452,-93.0,1854.495,-1.422964,1857.631,5011.0,1857.631,6640.0
1116.732,52428.0,1116.732,220200.0,1116.732,-42.0,1116.732,130.0,1854.974,-1.443288,1858.131,6368.0,1858.131,5327.0
1117.041,57671.0,1117.041,199229.0,1117.041,-16.0,1117.041,66.0,1855.504,-1.462764,1858.65,6497.0,1858.65,5395.0
1117.375,78643.0,1117.375,188743.0,1117.375,-16.0,1117.375,173.0,1855.972,-1.504289,1859.095,6651.0,1859.095,5028.0
1117.633,68157.0,1117.633,220200.0,1117.633,65.0,1117.633,105.0,1856.48,-1.517969,1860.102,6938.0,1860.102,4827.0
1118.003,73400.0,1118.003,214957.0,1118.003,214.0,1118.003,-25.0,1856.974,-1.522941,1860.585,7729.0,1860.585,4134.0
1118.237,57671.0,1118.237,214957.0,1118.237,104.0,1118.237,187.0,1857.479,-1.502716,1861.09,6418.0,1861.09,5429.0
1118.54,94371.0,1118.54,209715.0,1118.54,30.0,1118.54,-10.0,1857.976,-1.452069,1861.614,6692.0,1861.614,5061.0
1118.855,73400.0,1118.855,230686.0,1118.855,-49.0,1118.855,114.0,1858.495,-1.419897,1862.123,7746.0,1862.123,4123.0
1119.123,41943.0,1119.123,225443.0,1119.123,34.0,1119.123,-17.0,1858.98,-1.392271,1862.613,6896.0,1862.613,4928.0
1119.418,57671.0,1119.418,220200.0,1119.418,-82.0,1119.418,73.0,1859.497,-1.367396,1863.092,6608.0,1863.092,5294.0
1119.721,73400.0,1119.721,220200.0,1119.721,14.0,1119.721,10.0,1859.956,-1.319748,1863.578,5802.0,1863.578,5897.0
1120.046,73400.0,1120.046,199229.0,1120.046,301.0,1120.046,17.0,1860.486,-1.293771,1864.097,6091.0,1864.097,5706.0
1120.342,57671.0,1120.342,225443.0,1120.342,106.0,1120.342,59.0,1860.936,-1.307469,1864.571,6706.0,1864.571,5168.0
1120.594,47185.0,1120.594,220200.0,1120.594,-196.0,1120.594,169.0,1861.479,-1.312417,1865.074,6297.0,1865.074,5573.0
1120.924,57671.0,1120.924,204472.0,1120.924,144.0,1120.924,138.0,1861.938,-1.344016,1865.614,5674.0,1865.614,6085.0
1121.224,47185.0,1121.224,199229.0,1121.224,66.0,1121.224,-41.0,1862.492,-1.419903,1866.091,6076.0,1866.091,5880.0
1121.521,57671.0,1121.521,225443.0,1121.521,71.0,1121.521,41.0,1862.947,-1.485698,1866.568,6467.0,1866.568,5392.0
1121.858,73400.0,1121.858,235929.0,1121.858,154.0,1121.858,180.0,1863.444,-1.534582,1867.098,6437.0,1867.098,5398.0
1122.123,31457.0,1122.123,220200.0,1122.123,270.0,1122.123,177.0,1863.931,-1.569123,1867.586,6685.0,1867.586,5045.0
1122.411,52428.0,1122.411,225443.0,1122.411,-57.0,1122.411,-13.0,1864.455,-1.593711,1868.061,6349.0,1868.061,5491.0
1122.704,52428.0,1122.704,209715.0,1122.704,275.0,1122.704,78.0,1864.936,-1.608822,1868.584,6565.0,1868.584,5191.0
1123.015,41943.0,1123.015,204472.0,1123.015,184.0,1123.015,22.0,1865.468,-1.61128,1869.097,6478.0,1869.097,5314.0
1123.336,68157.0,1123.336,220200.0,1123.336,55.0,1123.336,162.0,1865.966,-1.576507,1869.557,6731.0,1869.557,5227.0
1123.61,47185.0,1123.61,214957.0,1123.61,233.0,1123.61,62.0,1866.445,-1.527612,1870.066,6555.0,1870.066,5269.0
1123.899,68157.0,1123.899,209715.0,1123.899,-15.0,1123.899,93.0,1866.918,-1.474921,1870.584,6213.0,1870.584,5576.0
1124.235,57671.0,1124.235,214957.0,1124.235,-70.0,1124.235,151.0,1867.444,-1.415511,1871.08,5813.0,1871.08,6146.0
1124.516,62914.0,1124.516,230686.0,1124.516,-89.0,1124.516,127.0,1867.933,-1.36944,1871.572,6856.0,1871.572,5022.0
1124.83,57671.0,1124.83,235929.0,1124.83,128.0,1124.83,238.0,1868.486,-1.31974,1872.08,6719.0,1872.08,5194.0
1125.105,57671.0,1125.105,220200.0,1125.105,21.0,1125.105,175.0,1868.907,-1.283216,1872.576,6758.0,1872.576,5074.0
1125.407,26214.0,1125.407,209715.0,1125.407,269.0,1125.407,137.0,1869.454,-1.249568,1873.073,6247.0,1873.073,5509.0
1125.698,36700.0,1125.698,204472.0,1125.698,392.0,1125.698,180.0,1869.912,-1.223701,1873.56,7273.0,1873.56,4638.0
1125.97,41943.0,1125.97,204472.0,1125.97,33.0,1125.97,-53.0,1870.423,-1.222631,1874.071,6767.0,1874.071,5002.0
1126.356,57671.0,1126.356,214957.0,1126.356,138.0,1126.356,-71.0,1870.93,-1.223568,1874.566,7013.0,1874.566,4926.0
1126.567,62914.0,1126.567,220200.0,1126.567,154.0,1126.567,-7.0,1871.457,-1.207869,1875.03,6252.0,1875.03,5525.0
1126.948,73400.0,1126.948,214957.0,1126.948,229.0,1126.948,-107.0,1871.944,-1.232394,1876.081,5856.0,1876.081,6029.0
1127.198,73400.0,1127.198,199229.0,1127.198,-14.0,1127.198,-32.0,1872.444,-1.267913,1876.558,5895.0,1876.558,5934.0
1127.466,52428.0,1127.466,204472.0,1127.466,-66.0,1127.466,74.0,1872.902,-1.318703,1877.028,6186.0,1877.028,5661.0
1127.832,73400.0,1127.832,214957.0,1127.832,49.0,1127.832,37.0,1873.427,-1.357839,1877.552,6026.0,1877.552,5944.0
1128.098,73400.0,1128.098,214957.0,1128.098,16.0,1128.098,-195.0,1873.894,-1.410928,1878.048,-451.0,1878.048,-935.0
1128.418,73400.0,1128.418,214957.0,1128.418,49.0,1128.418,-37.0,1874.438,-1.468907,1878.524,-558.0,1878.524,-1222.0
1128.699,78643.0,1128.699,204472.0,1128.699,195.0,1128.699,-60.0,1874.89,-1.52298,1879.055,-661.0,1879.055,-1511.0
1128.994,62914.0,1128.994,183500.0,1128.994,33.0,1128.994,59.0,1875.422,-1.546657,1879.571,-695.0,1879.571,-1635.0
1129.321,52428.0,1129.321,204472.0,1129.321,-259.0,1129.321,-38.0,1875.895,-1.568915,1880.022,-616.0,1880.022,-1502.0
1129.581,62914.0,1129.581,235929.0,1129.581,-183.0,1129.581,23.0,1876.437,-1.550241,1880.527,-502.0,1880.527,-1292.0
1129.879,78643.0,1129.879,209715.0,1129.879,-136.0,1129.879,-56.0,1876.876,-1.509319,1881.088,-421.0,1881.088,-1149.0
1130.191,57671.0,1130.191,193986.0,1130.191,-68.0,1130.191,-37.0,1877.397,-1.461556,1881.543,-350.0,1881.543,-992.0
1130.509,73400.0,1130.509,209715.0,1130.509,-72.0,1130.509,-11.0,1877.887,-1.398515,1882.019,-237.0,1882.019,-693.0
1130.83,73400.0,1130.83,204472.0,1130.83,-202.0,1130.83,-56.0,1878.389,-1.332131,1882.536,-133.0,1882.536,-405.0
1131.051,83886.0,1131.051,220200.0,1131.051,-52.0,1131.051,-88.0,1878.895,-1.270213,1883.018,-83.0,1883.018,-265.0
1131.376,78643.0,1131.376,230686.0,1131.376,-34.0,1131.376,23.0,1879.391,-1.245464,1883.536,-43.0,1883.536,-141.0
1131.672,99614.0,1131.672,251658.0,1131.672,-20.0,1131.672,-21.0,1880.374,-1.273226,1884.015,18.0,1884.015,58.0
1132.01,68157.0,1132.01,199229.0,1132.01,93.0,1132.01,-129.0,1880.862,-1.2823,1884.516,64.0,1884.516,212.0
1132.309,104857.0,1132.309,220200.0,1132.309,-337.0,1132.309,-95.0,1881.379,-1.301808,1885.031,111.0,1885.031,389.0
1132.601,83886.0,1132.601,209715.0,1132.601,-88.0,1132.601,-149.0,1881.869,-1.341279,1885.524,135.0,1885.524,485.0
1132.873,73400.0,1132.873,204472.0,1132.873,42.0,1132.873,-231.0,1882.358,-1.376867,1885.996,169.0,1885.996,611.0
1133.179,62914.0,1133.179,178257.0,1133.179,43.0,1133.179,-85.0,1882.87,-1.395025,1886.543,201.0,1886.543,715.0
1133.481,78643.0,1133.481,209715.0,1133.481,-138.0,1133.481,-179.0,1883.362,-1.408321,1887.489,167.0,1887.489,645.0
1133.804,104857.0,1133.804,230686.0,1133.804,-157.0,1133.804,37.0,1883.858,-1.426829,1888.02,140.0,1888.02,548.0
1134.068,83886.0,1134.068,225443.0,1134.068,-14.0,1134.068,122.0,1884.35,-1.445353,1888.522,105.0,1888.522,431.0
1134.367,62914.0,1134.367,230686.0,1134.367,-10.0,1134.367,-129.0,1884.849,-1.448665,1888.987,95.0,1888.987,411.0
1134.725,68157.0,1134.725,209715.0,1134.725,-180.0,1134.725,-43.0,1885.392,-1.441681,1889.522,57.0,1889.522,261.0
1134.975,57671.0,1134.975,204472.0,1134.975,-190.0,1134.975,-20.0,1885.844,-1.43953,1890.035,32.0,1890.035,152.0
1135.299,83886.0,1135.299,246415.0,1135.299,-64.0,1135.299,181.0,1886.348,-1.441219,1890.476,25.0,1890.476,121.0
1135.557,73400.0,1135.557,241172.0,1135.557,-406.0,1135.557,49.0,1886.879,-1.433344,1890.99,4.0,1890.99,20.0
1135.856,41943.0,1135.856,204472.0,1135.856,-65.0,1135.856,116.0,1887.344,-1.414042,1891.526,-19.0,1891.526,-103.0
1136.162,78643.0,1136.162,225443.0,1136.162,130.0,1136.162,-118.0,1887.842,-1.396705,1891.968,-50.0,1891.968,-280.0
1136.468,41943.0,1136.468,214957.0,1136.468,134.0,1136.468,63.0,1888.342,-1.385134,1892.489,-60.0,1892.489,-340.0
1136.816,52428.0,1136.816,214957.0,1136.816,-240.0,1136.816,120.0,1888.839,-1.370654,1892.993,-77.0,1892.993,-461.0
1137.029,62914.0,1137.029,214957.0,1137.029,-163.0,1137.029,-2.0,1889.363,-1.348988,1893.52,-106.0,1893.52,-668.0
1137.355,41943.0,1137.355,209715.0,1137.355,49.0,1137.355,157.0,1889.843,-1.326913,1893.988,-134.0,1893.988,-874.0
1137.649,62914.0,1137.649,225443.0,1137.649,-120.0,1137.649,126.0,1890.333,-1.311502,1894.468,-139.0,1894.468,-953.0
1137.929,94371.0,1137.929,230686.0,1137.929,185.0,1137.929,179.0,1890.832,-1.297285,1894.965,-156.0,1894.965,-1046.0
1138.281,52428.0,1138.281,204472.0,1138.281,-171.0,1138.281,163.0,1891.327,-1.275308,1895.494,-170.0,1895.494,-1148.0
1138.558,68157.0,1138.558,230686.0,1138.558,77.0,1138.558,297.0,1891.853,-1.25132,1895.961,-176.0,1895.961,-1218.0
1138.882,68157.0,1138.882,204472.0,1138.882,-85.0,1138.882,79.0,1892.325,-1.23023,1896.452,-167.0,1896.452,-1225.0
1139.15,36700.0,1139.15,183500.0,1139.15,-106.0,1139.15,137.0,1892.818,-1.213001,1897.012,-152.0,1897.012,-1144.0
1139.457,57671.0,1139.457,199229.0,1139.457,302.0,1139.457,343.0,1893.34,-1.193658,1897.493,-123.0,1897.493,-1011.0
1139.775,83886.0,1139.775,230686.0,1139.775,-4.0,1139.775,-63.0,1893.865,-1.16892,1898.502,-161.0,1898.502,-995.0
1140.046,78643.0,1140.046,214957.0,1140.046,-22.0,1140.046,122.0,1894.318,-1.15286,1899.447,-380.0,1899.447,-1160.0
1140.345,62914.0,1140.345,188743.0,1140.345,101.0,1140.345,-125.0,1894.821,-1.146091,1899.948,-372.0,1899.948,-976.0
1140.658,68157.0,1140.658,225443.0,1140.658,30.0,1140.658,-245.0,1895.32,-1.145374,1900.491,-277.0,1900.491,-705.0
1140.979,68157.0,1140.979,209715.0,1140.979,278.0,1140.979,-135.0,1895.812,-1.152004,1900.974,-173.0,1900.974,-435.0
1141.264,78643.0,1141.264,225443.0,1141.264,97.0,1141.264,-160.0,1896.311,-1.166573,1901.445,-27.0,1901.445,-67.0
1141.539,131071.0,1141.539,220200.0,1141.539,298.0,1141.539,-174.0,1896.808,-1.194316,1901.96,89.0,1901.96,225.0
1141.855,62914.0,1141.855,188743.0,1141.855,-158.0,1141.855,-129.0,1897.322,-1.229671,1902.434,186.0,1902.434,464.0
1142.141,68157.0,1142.141,188743.0,1142.141,82.0,1142.141,-27.0,1897.824,-1.261673,1902.93,312.0,1902.93,746.0
1142.455,83886.0,1142.455,199229.0,1142.455,7.0,1142.455,-81.0,1898.413,-1.295777,1903.465,384.0,1903.465,904.0
1142.737,83886.0,1142.737,193986.0,1142.737,114.0,1142.737,-84.0,1899.295,-1.38093,1903.965,489.0,1903.965,1127.0
1143.05,78643.0,1143.05,183500.0,1143.05,355.0,1143.05,-184.0,1899.805,-1.428015,1904.459,497.0,1904.459,1137.0
1143.327,83886.0,1143.327,167772.0,1143.327,199.0,1143.327,-87.0,1900.313,-1.475246,1904.939,520.0,1904.939,1168.0
1143.631,104857.0,1143.631,178257.0,1143.631,142.0,1143.631,-33.0,1900.813,-1.520874,1905.425,483.0,1905.425,1077.0
1143.938,115343.0,1143.938,225443.0,1143.938,148.0,1143.938,11.0,1901.294,-1.563368,1905.955,453.0,1905.955,1013.0
1144.266,94371.0,1144.266,225443.0,1144.266,-3.0,1144.266,-33.0,1901.793,-1.600393,1906.424,379.0,1906.424,847.0
1144.527,78643.0,1144.527,188743.0,1144.527,28.0,1144.527,-108.0,1902.306,-1.629411,1906.915,299.0,1906.915,667.0
1144.831,110100.0,1144.831,214957.0,1144.831,-44.0,1144.831,45.0,1902.795,-1.655846,1907.469,240.0,1907.469,536.0
1145.136,115343.0,1145.136,220200.0,1145.136,256.0,1145.136,-223.0,1903.301,-1.679815,1907.937,111.0,1907.937,249.0
1145.428,73400.0,1145.428,183500.0,1145.428,-10.0,1145.428,-25.0,1903.783,-1.69376,1908.415,34.0,1908.415,74.0
1145.752,68157.0,1145.752,220200.0,1145.752,-8.0,1145.752,-60.0,1904.288,-1.699999,1908.937,-74.0,1908.937,-164.0
