t_u,u_raw,t_v,v_raw,t_du,du_raw,t_dv,dv_raw,t_orientacion,orientacion_raw,t_T_L,throttle_L,t_T_R,throttle_R
1556.42,-241172.0,1556.42,62914.0,1556.42,4.0,1556.42,-1.0,2593.759,-3.099959,2609.32,6723.0,2609.32,5169.0
1556.746,-193986.0,1556.746,57671.0,1556.746,-43.0,1556.746,4.0,2594.228,3.12931,2609.847,7069.0,2609.847,4863.0
1557.015,-199229.0,1557.015,20971.0,1557.015,72.0,1557.015,-109.0,2594.771,3.077241,2610.341,6959.0,2610.341,4927.0
1557.327,-183500.0,1557.327,5242.0,1557.327,31.0,1557.327,-277.0,2595.223,3.036944,2610.816,7198.0,2610.816,4744.0
1557.68,-220200.0,1557.68,31457.0,1557.68,148.0,1557.68,-55.0,2595.736,3.006387,2611.334,6876.0,2611.334,5041.0
1557.889,-230686.0,1557.889,41943.0,1557.889,-6.0,1557.889,-48.0,2596.225,2.984974,2611.868,6572.0,2611.868,5284.0
1558.21,-209715.0,1558.21,26214.0,1558.21,-51.0,1558.21,-178.0,2596.76,2.974427,2612.31,6986.0,2612.31,5053.0
1558.502,-167772.0,1558.502,5242.0,1558.502,218.0,1558.502,-44.0,2597.212,2.961623,2612.821,6166.0,2612.821,5916.0
1558.8,-225443.0,1558.8,-10485.0,1558.8,212.0,1558.8,-254.0,2597.772,2.960025,2613.349,6167.0,2613.349,5682.0
1559.095,-235929.0,1559.095,20971.0,1559.095,325.0,1559.095,-113.0,2598.239,2.950354,2613.804,6480.0,2613.804,5507.0
1559.431,-204472.0,1559.431,0.0,1559.431,135.0,1559.431,-56.0,2598.742,2.965252,2614.308,5852.0,2614.308,6104.0
1559.717,-188743.0,1559.717,0.0,1559.717,34.0,1559.717,-55.0,2599.212,2.939496,2614.827,6108.0,2614.827,5774.0
1559.969,-188743.0,1559.969,5242.0,1559.969,160.0,1559.969,-103.0,2599.736,2.894432,2615.33,6178.0,2615.33,5651.0
1560.299,-225443.0,1560.299,10485.0,1560.299,153.0,1560.299,-115.0,2600.206,2.823993,2615.819,6099.0,2615.819,5701.0
1560.594,-230686.0,1560.594,-5242.0,1560.594,200.0,1560.594,-250.0,2600.746,2.71261,2616.338,6069.0,2616.338,5749.0
1560.9,-241172.0,1560.9,10485.0,1560.9,99.0,1560.9,-164.0,2601.197,2.591236,2616.789,7242.0,2616.789,4646.0
1561.193,-230686.0,1561.193,-10485.0,1561.193,277.0,1561.193,-190.0,2601.747,2.437248,2617.318,6124.0,2617.318,5459.0
1561.511,-214957.0,1561.511,-15728.0,1561.511,86.0,1561.511,-257.0,2602.193,2.244617,2617.792,7091.0,2617.792,4855.0
1561.796,-235929.0,1561.796,-36700.0,1561.796,109.0,1561.796,-328.0,2602.712,2.070043,2618.288,6874.0,2618.288,5017.0
1562.092,-225443.0,1562.092,-57671.0,1562.092,69.0,1562.092,-211.0,2603.195,1.902498,2618.834,6916.0,2618.834,5055.0
1562.405,-199229.0,1562.405,0.0,1562.405,122.0,1562.405,-243.0,2603.732,1.770266,2619.304,6535.0,2619.304,5322.0
1562.721,-220200.0,1562.721,-78643.0,1562.721,209.0,1562.721,8.0,2604.22,1.647598,2619.79,6456.0,2619.79,5283.0
1562.985,-230686.0,1562.985,-89128.0,1562.985,170.0,1562.985,-35.0,2604.719,1.578231,2620.31,6676.0,2620.31,5101.0
1563.283,-178257.0,1563.283,-83886.0,1563.283,187.0,1563.283,-211.0,2605.198,1.512159,2620.798,6950.0,2620.798,4980.0
1563.654,-183500.0,1563.654,-136314.0,1563.654,178.0,1563.654,-194.0,2605.717,1.513956,2621.284,6466.0,2621.284,5490.0
1563.892,-220200.0,1563.892,-152043.0,1563.892,286.0,1563.892,-190.0,2606.183,1.52872,2621.804,5455.0,2621.804,6322.0
1564.184,-162529.0,1564.184,-183500.0,1564.184,124.0,1564.184,-138.0,2606.74,1.524469,2622.313,6467.0,2622.313,5386.0
1564.483,-157286.0,1564.483,-167772.0,1564.483,427.0,1564.483,-254.0,2607.189,1.52004,2622.764,6070.0,2622.764,5519.0
1564.784,-162529.0,1564.784,-157286.0,1564.784,447.0,1564.784,-174.0,2607.706,1.51834,2623.271,6573.0,2623.271,5186.0
1565.084,-131071.0,1565.084,-162529.0,1565.084,344.0,1565.084,-137.0,2608.179,1.516792,2623.794,6350.0,2623.794,5539.0
1565.392,-131071.0,1565.392,-173014.0,1565.392,240.0,1565.392,109.0,2608.734,1.489796,2624.264,7278.0,2624.264,7398.0
1565.978,-141557.0,1565.978,-173014.0,1565.978,18.0,1565.978,-40.0,2609.173,1.444213,2624.769,6727.0,2624.769,7087.0
1566.583,-131071.0,1566.583,-167772.0,1566.583,-158.0,1566.583,83.0,2609.685,1.399479,2625.282,5927.0,2625.282,6595.0
1566.872,-115343.0,1566.872,-152043.0,1566.872,-35.0,1566.872,122.0,2610.168,1.336161,2625.799,5059.0,2625.799,6067.0
1567.214,-99614.0,1567.214,-146800.0,1567.214,28.0,1567.214,-14.0,2610.707,1.263644,2626.28,4333.0,2626.28,5591.0
1567.464,-99614.0,1567.464,-136314.0,1567.464,-26.0,1567.464,41.0,2611.162,1.163796,2626.771,3819.0,2626.771,5287.0
1567.792,-146800.0,1567.792,-146800.0,1567.792,57.0,1567.792,11.0,2611.701,1.064796,2627.253,3381.0,2627.253,5145.0
1568.052,-115343.0,1568.052,-110100.0,1568.052,-251.0,1568.052,195.0,2612.192,0.97982,2627.782,2947.0,2627.782,5031.0
1568.377,-162529.0,1568.377,-115343.0,1568.377,67.0,1568.377,191.0,2612.698,0.90546,2628.241,2558.0,2628.241,4886.0
1568.691,-131071.0,1568.691,-73400.0,1568.691,-25.0,1568.691,172.0,2613.152,0.868717,2628.743,2262.0,2628.743,4756.0
1568.936,-193986.0,1568.936,-115343.0,1568.936,117.0,1568.936,-20.0,2613.686,0.85143,2629.287,1758.0,2629.287,4086.0
1569.234,-173014.0,1569.234,-115343.0,1569.234,107.0,1569.234,-82.0,2614.157,0.841384,2629.779,1094.0,2629.779,2724.0
1569.592,-183500.0,1569.592,-125829.0,1569.592,82.0,1569.592,-161.0,2614.681,0.865618,2630.242,359.0,2630.242,909.0
1569.886,-220200.0,1569.886,-94371.0,1569.886,148.0,1569.886,76.0,2615.15,0.902484,2630.746,-420.0,2630.746,-1012.0
1570.176,-146800.0,1570.176,-104857.0,1570.176,103.0,1570.176,-93.0,2615.706,0.934351,2631.26,-999.0,2631.26,-2323.0
1570.452,-193986.0,1570.452,-110100.0,1570.452,169.0,1570.452,43.0,2616.149,0.97099,2631.738,-1160.0,2631.738,-2702.0
1570.761,-225443.0,1570.761,-110100.0,1570.761,110.0,1570.761,-84.0,2616.659,1.006872,2632.257,-1141.0,2632.257,-2721.0
1571.053,-173014.0,1571.053,-89128.0,1571.053,22.0,1571.053,-135.0,2617.153,0.998748,2632.775,-972.0,2632.775,-2390.0
1571.361,-193986.0,1571.361,-115343.0,1571.361,90.0,1571.361,-280.0,2617.669,1.006056,2633.231,-637.0,2633.231,-1661.0
1571.659,-141557.0,1571.659,-104857.0,1571.659,57.0,1571.659,-54.0,2618.14,0.985848,2633.73,-282.0,2633.73,-768.0
1571.986,-178257.0,1571.986,-120586.0,1571.986,87.0,1571.986,-306.0,2618.677,0.949828,2634.249,-62.0,2634.249,-174.0
1572.251,-157286.0,1572.251,-125829.0,1572.251,174.0,1572.251,-99.0,2619.153,0.911348,2634.722,169.0,2634.722,473.0
1572.553,-188743.0,1572.553,-136314.0,1572.553,-16.0,1572.553,-33.0,2619.656,0.866924,2635.225,313.0,2635.225,883.0
1572.858,-193986.0,1572.858,-178257.0,1572.858,391.0,1572.858,-32.0,2620.141,0.843227,2635.748,486.0,2635.748,1346.0
1573.175,-173014.0,1573.175,-136314.0,1573.175,69.0,1573.175,-43.0,2620.653,0.816368,2636.252,624.0,2636.252,1706.0
1573.443,-152043.0,1573.443,-120586.0,1573.443,-73.0,1573.443,184.0,2621.123,0.77738,2636.749,655.0,2636.749,1769.0
1573.749,-188743.0,1573.749,-162529.0,1573.749,189.0,1573.749,38.0,2621.69,0.766881,2637.227,622.0,2637.227,1672.0
1574.095,-204472.0,1574.095,-141557.0,1574.095,267.0,1574.095,85.0,2622.141,0.785119,2637.716,574.0,2637.716,1538.0
1574.315,-131071.0,1574.315,-125829.0,1574.315,74.0,1574.315,84.0,2622.669,0.807109,2638.234,517.0,2638.234,1397.0
1574.678,-157286.0,1574.678,-104857.0,1574.678,24.0,1574.678,-57.0,2623.115,0.828409,2638.732,376.0,2638.732,1028.0
1574.94,-209715.0,1574.94,-136314.0,1574.94,304.0,1574.94,23.0,2623.669,0.83739,2639.232,265.0,2639.232,721.0
1575.239,-204472.0,1575.239,-136314.0,1575.239,210.0,1575.239,-91.0,2624.125,0.849251,2639.755,162.0,2639.755,434.0
1575.566,-193986.0,1575.566,-115343.0,1575.566,-7.0,1575.566,159.0,2624.616,0.905799,2640.226,86.0,2640.226,230.0
1575.851,-178257.0,1575.851,-94371.0,1575.851,259.0,1575.851,-23.0,2625.133,0.994377,2640.699,19.0,2640.699,49.0
1576.188,-173014.0,1576.188,-94371.0,1576.188,103.0,1576.188,-30.0,2625.629,1.104048,2641.233,-41.0,2641.233,-105.0
1576.431,-193986.0,1576.431,-104857.0,1576.431,-29.0,1576.431,46.0,2626.121,1.226618,2641.732,-59.0,2641.732,-149.0
1576.734,-183500.0,1576.734,-68157.0,1576.734,-158.0,1576.734,4.0,2626.62,1.36587,2642.204,-88.0,2642.204,-220.0
1577.035,-178257.0,1577.035,-41943.0,1577.035,-190.0,1577.035,77.0,2627.106,1.539727,2642.726,-62.0,2642.726,-152.0
1577.342,-241172.0,1577.342,-73400.0,1577.342,33.0,1577.342,-192.0,2627.616,1.755075,2643.238,-13.0,2643.238,-31.0
1577.66,-167772.0,1577.66,-41943.0,1577.66,-101.0,1577.66,172.0,2628.115,1.993702,2643.692,33.0,2643.692,77.0
1577.925,-209715.0,1577.925,-62914.0,1577.925,-71.0,1577.925,28.0,2628.6,2.245315,2644.194,105.0,2644.194,249.0
1578.257,-162529.0,1578.257,-31457.0,1578.257,200.0,1578.257,8.0,2629.098,2.513035,2644.71,142.0,2644.71,332.0
1578.529,-178257.0,1578.529,-52428.0,1578.529,234.0,1578.529,-138.0,2629.596,2.796637,2645.186,173.0,2645.186,399.0
1578.837,-209715.0,1578.837,-62914.0,1578.837,-4.0,1578.837,-80.0,2630.123,3.048762,2645.688,186.0,2645.688,426.0
1579.153,-209715.0,1579.153,-68157.0,1579.153,61.0,1579.153,-46.0,2630.596,-3.029555,2646.205,174.0,2646.205,396.0
1579.427,-214957.0,1579.427,-73400.0,1579.427,-105.0,1579.427,-139.0,2631.109,-2.860096,2646.714,177.0,2646.714,397.0
1579.728,-225443.0,1579.728,-83886.0,1579.728,133.0,1579.728,20.0,2631.606,-2.755704,2647.183,189.0,2647.183,425.0
1580.035,-220200.0,1580.035,-83886.0,1580.035,100.0,1580.035,-152.0,2632.087,-2.700617,2647.696,146.0,2647.696,326.0
1580.355,-199229.0,1580.355,-99614.0,1580.355,-11.0,1580.355,-266.0,2632.597,-2.687589,2648.176,135.0,2648.176,303.0
1580.68,-193986.0,1580.68,-89128.0,1580.68,109.0,1580.68,-225.0,2633.104,-2.703297,2648.706,133.0,2648.706,297.0
1580.918,-193986.0,1580.918,-99614.0,1580.918,-73.0,1580.918,-85.0,2633.582,-2.735608,2649.174,136.0,2649.174,302.0
1581.224,-204472.0,1581.224,-89128.0,1581.224,-49.0,1581.224,-59.0,2634.08,-2.75439,2649.692,114.0,2649.692,254.0
1581.518,-209715.0,1581.518,-110100.0,1581.518,-54.0,1581.518,-143.0,2634.595,-2.76019,2650.209,68.0,2650.209,148.0
1581.827,-209715.0,1581.827,-110100.0,1581.827,-30.0,1581.827,-144.0,2635.078,-2.757118,2650.693,60.0,2650.693,130.0
1582.116,-199229.0,1582.116,-89128.0,1582.116,93.0,1582.116,-42.0,2635.572,-2.750016,2652.187,-39.0,2652.187,-85.0
1582.424,-204472.0,1582.424,-110100.0,1582.424,62.0,1582.424,-267.0,2636.091,-2.742696,2652.659,-103.0,2652.659,-219.0
1582.711,-199229.0,1582.711,-131071.0,1582.711,-130.0,1582.711,-105.0,2636.616,-2.717618,2653.165,-149.0,2653.165,-315.0
1583.013,-167772.0,1583.013,-115343.0,1583.013,-199.0,1583.013,-53.0,2637.086,-2.680182,2654.184,-279.0,2654.184,-581.0
1583.282,-162529.0,1583.282,-115343.0,1583.282,210.0,1583.282,-79.0,2637.565,-2.639245,2654.657,-418.0,2654.657,-858.0
1583.654,-157286.0,1583.654,-94371.0,1583.654,-153.0,1583.654,-44.0,2638.079,-2.590451,2655.171,-462.0,2655.171,-942.0
1583.912,-204472.0,1583.912,-125829.0,1583.912,57.0,1583.912,10.0,2638.583,-2.53913,2655.643,-580.0,2655.643,-1160.0
1584.204,-214957.0,1584.204,-125829.0,1584.204,39.0,1584.204,46.0,2639.078,-2.482159,2656.149,-553.0,2656.149,-1103.0
1584.527,-173014.0,1584.527,-89128.0,1584.527,106.0,1584.527,67.0,2639.56,-2.438546,2656.672,-494.0,2656.672,-974.0
1584.815,-167772.0,1584.815,-110100.0,1584.815,186.0,1584.815,-74.0,2640.072,-2.396471,2657.139,-428.0,2657.139,-842.0
